technology,year,production_mt,share,installed_capacity_mt,new_capacity_mt,retired_capacity_mt,effective_cost_usd_per_t,capex_contribution_usd_per_t,fom_contribution_usd_per_t,vom_contribution_usd_per_t,fuel_contribution_usd_per_t,resource_contribution_usd_per_t,electricity_contribution_usd_per_t,carbon_contribution_usd_per_t,deployment_constraint_binding,scrap_constraint_binding,resource_pressure,emission_pressure,learning_effect,data_completeness,provenance
Coal-DRI-EAF,2028,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2029,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2030,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2031,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2032,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2033,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2034,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2035,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2036,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2037,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2038,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2039,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2040,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2041,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2042,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2043,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2044,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2045,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2046,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2047,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2048,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2049,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2050,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2051,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2052,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2053,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2054,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2055,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2056,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2057,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2058,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2059,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2060,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2061,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2062,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2063,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2064,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2065,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2066,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2067,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
Coal-DRI-EAF,2068,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,ROUTE_DISABLED_EXTERNAL_PENDING;SCRAP_INTENSITY_EXTERNAL_PENDING;CAPEX_EXTERNAL_PENDING;FOM_EXTERNAL_PENDING;EXISTING_ROUTE_CAPACITY_UNAVAILABLE,BaselineInputs+BaselineMILPResult
